timestamp,cpu_utilization,ram_utilization,task_count
2024-01-01 00:00:00,0.35614628643800184,0.6629244461675581,29
2024-01-01 00:05:00,0.3297975800527101,0.7107661586879424,51
2024-01-01 00:10:00,0.4894778735624164,0.6977243598870109,40
2024-01-01 00:15:00,0.342413879140895,0.6551727529564345,52
2024-01-01 00:20:00,0.45495957465277853,0.747236148821498,46
2024-01-01 00:25:00,0.4154947564679507,0.7286544305926398,49
2024-01-01 00:30:00,0.4012352096406521,0.7402880503215472,47
2024-01-01 00:35:00,0.4603454694035373,0.6793367393228881,40
2024-01-01 00:40:00,0.45670040938401324,0.7056652680058054,47
2024-01-01 00:45:00,0.4207266540260367,0.6730202409610692,34
2024-01-01 00:50:00,0.46521806336267374,0.6997433459006858,52
2024-01-01 00:55:00,0.4648146916559857,0.7047270068325407,48
2024-01-01 01:00:00,0.4595579635514961,0.6771346113128922,49
2024-01-01 01:05:00,0.48690351874035004,0.6864283655040927,54
2024-01-01 01:10:00,0.47909099838280633,0.6333224131430195,50
2024-01-01 01:15:00,0.4863375143834494,0.6510825857150577,53
2024-01-01 01:20:00,0.5513657810778446,0.6727359578483328,49
2024-01-01 01:25:00,0.46903936972339,0.7152855896654484,49
2024-01-01 01:30:00,0.509798588934152,0.6623709561498508,55
2024-01-01 01:35:00,0.5188041774448426,0.6534113756761267,39
2024-01-01 01:40:00,0.517953945444059,0.6317463086627663,40
2024-01-01 01:45:00,0.5892995580619199,0.6373075356414826,45
2024-01-01 01:50:00,0.5317068347199728,0.6971661667057281,50
2024-01-01 01:55:00,0.5119585636338468,0.6986417647823534,63
2024-01-01 02:00:00,0.5806307865379078,0.6487581734208985,47
2024-01-01 02:05:00,0.5215810129226394,0.7319415672019246,46
2024-01-01 02:10:00,0.615905674318203,0.6464764235227113,55
2024-01-01 02:15:00,0.4710253112806919,0.653327912439455,59
2024-01-01 02:20:00,0.5326518481227812,0.6701556498851132,40
2024-01-01 02:25:00,0.5248331054252441,0.5871034730882821,45
2024-01-01 02:30:00,0.5285100484869824,0.6491110340319002,47
2024-01-01 02:35:00,0.615127551158238,0.6887916790440847,46
2024-01-01 02:40:00,0.5263137889861537,0.6412251150470749,50
2024-01-01 02:45:00,0.5641927935440749,0.6457079930396531,54
2024-01-01 02:50:00,0.633264507612557,0.675938557042039,51
2024-01-01 02:55:00,0.6373329788150246,0.6454384989125905,39
2024-01-01 03:00:00,0.5964247023403877,0.614786944819291,50
2024-01-01 03:05:00,0.6797143893057134,0.6338611772075115,43
2024-01-01 03:10:00,0.6578260529173033,0.6612080177610864,57
2024-01-01 03:15:00,0.578770665120009,0.6194773385822978,50
2024-01-01 03:20:00,0.6279996013701333,0.6488401229955288,44
2024-01-01 03:25:00,0.7133950944054759,0.5703124319976867,44
2024-01-01 03:30:00,0.6843986319686403,0.6121080314835327,41
2024-01-01 03:35:00,0.6866198223307627,0.6111461051368838,46
2024-01-01 03:40:00,0.5499864705605063,0.5864561391683328,50
2024-01-01 03:45:00,0.6867682054271638,0.6242468335092343,54
2024-01-01 03:50:00,0.579203107164714,0.570454649185956,46
2024-01-01 03:55:00,0.6230007312022827,0.5896098156819934,45
2024-01-01 04:00:00,0.6173768654349413,0.5073437171350322,60
2024-01-01 04:05:00,0.6973086697627467,0.5567532600562192,51
2024-01-01 04:10:00,0.5735878067957405,0.5413606190664297,57
2024-01-01 04:15:00,0.6879336741004711,0.636059700641063,43
2024-01-01 04:20:00,0.7416269283435899,0.5367349954517416,45
2024-01-01 04:25:00,0.7860609147213462,0.5775192429960868,49
2024-01-01 04:30:00,0.6020949010983241,0.6195161102338939,33
2024-01-01 04:35:00,0.718671848118246,0.5668364064286796,45
2024-01-01 04:40:00,0.6962240741898998,0.6011735839810816,52
2024-01-01 04:45:00,0.6154195668846111,0.5417186592889245,46
2024-01-01 04:50:00,0.766127820105298,0.5719269180536931,56
2024-01-01 04:55:00,0.664425981309224,0.5276561240083926,51
2024-01-01 05:00:00,0.6603506833936099,0.49422472772598924,50
2024-01-01 05:05:00,0.7100321263905753,0.5815587779043498,39
2024-01-01 05:10:00,0.7542199918290509,0.561479140689023,53
2024-01-01 05:15:00,0.6492273513017701,0.5106259551348796,57
2024-01-01 05:20:00,0.6991101506038259,0.5328114082592853,50
2024-01-01 05:25:00,0.7183229351624305,0.5232986379287828,46
2024-01-01 05:30:00,0.7108023858736321,0.5556783520134724,38
2024-01-01 05:35:00,0.7259647502078747,0.5061308825640353,49
2024-01-01 05:40:00,0.6074358421421333,0.5647878753289018,33
2024-01-01 05:45:00,0.6898162869871836,0.4895810791938473,39
