timestamp,cpu_utilization,ram_utilization,task_count
2024-01-01 00:00:00,0.2840069075469228,0.8945817471084032,54
2024-01-01 00:05:00,0.157194170936041,0.9900177966777175,73
2024-01-01 00:10:00,0.13407528294526677,0.8488815782261998,74
2024-01-01 00:15:00,0.3038973846909376,0.8950700936767055,66
2024-01-01 00:20:00,0.5072670496482719,0.8554860283620734,195
2024-01-01 00:25:00,0.31841385620053814,0.8321298188632161,56
2024-01-01 00:30:00,0.1585635503123941,0.9666053230271635,70
2024-01-01 00:35:00,0.10853332562778092,0.8729025116328862,61
2024-01-01 00:40:00,0.4741783765133639,0.8632999293937181,66
2024-01-01 00:45:00,0.19702446583700417,0.8947396649444602,70
2024-01-01 00:50:00,0.23143019018287586,0.7980145578602278,67
2024-01-01 00:55:00,0.0,0.8182345034670238,76
2024-01-01 01:00:00,0.21239661512764857,0.8568986387929847,70
2024-01-01 01:05:00,0.44138491582594386,0.8365675604241695,67
2024-01-01 01:10:00,0.5784556618375438,0.8931852003537959,147
2024-01-01 01:15:00,0.5494946659759932,0.7820170492148106,160
2024-01-01 01:20:00,0.23191833714127397,0.8833602982072214,70
2024-01-01 01:25:00,0.15484197139567354,0.8408437724307982,72
2024-01-01 01:30:00,0.43303759372987805,0.8503286019788903,63
2024-01-01 01:35:00,0.45646688356998044,0.8222799249632406,65
2024-01-01 01:40:00,0.5033850616505761,0.8901833502690464,62
2024-01-01 01:45:00,0.19387207989391236,0.8862615709401943,67
2024-01-01 01:50:00,0.09199975416816161,0.8938611433487484,69
2024-01-01 01:55:00,0.3943024492355682,0.7858369404932887,76
2024-01-01 02:00:00,0.09005033862838144,0.807594616960171,57
2024-01-01 02:05:00,0.37582259223344183,0.863771585414988,54
2024-01-01 02:10:00,0.3668662231652122,0.9128106265208135,68
2024-01-01 02:15:00,0.47150075387055945,0.8675208654670851,145
2024-01-01 02:20:00,0.3125469708882184,0.8601003145605565,55
2024-01-01 02:25:00,0.39436465075952715,0.9468443074890892,52
2024-01-01 02:30:00,0.3810597213370306,0.7819868650899278,60
2024-01-01 02:35:00,0.5116037406851802,0.8295979980199001,57
2024-01-01 02:40:00,0.4236373650802594,0.7988848048010275,74
2024-01-01 02:45:00,0.3891036189009536,0.7783411949965089,67
2024-01-01 02:50:00,0.4233676810077378,0.8459185483998707,60
2024-01-01 02:55:00,0.4215550606803993,0.8543988665055228,67
2024-01-01 03:00:00,0.49737931883422254,0.8762741951281476,85
2024-01-01 03:05:00,0.31833891826849214,0.7858532278057497,68
2024-01-01 03:10:00,0.326295581509796,0.8352713320400621,66
2024-01-01 03:15:00,0.22111827967767556,0.8730568644674813,70
2024-01-01 03:20:00,0.34984046114518597,0.8122188341573515,92
2024-01-01 03:25:00,0.3454554104597224,0.78452947471084,63
2024-01-01 03:30:00,0.4141218729794071,0.8947114142550109,63
2024-01-01 03:35:00,0.35754222079351317,0.8193829845576227,74
2024-01-01 03:40:00,0.2803095663080655,0.8527001796148093,65
2024-01-01 03:45:00,0.6244270712260045,0.8111787328217074,65
2024-01-01 03:50:00,0.5852915641696677,0.7455492025428543,58
2024-01-01 03:55:00,0.30626372307755867,0.9122911563738505,67
2024-01-01 04:00:00,0.3247963196784926,0.7649078829718519,64
2024-01-01 04:05:00,0.4116831817952394,0.75820678378459,61
2024-01-01 04:10:00,0.2490583973121033,0.9086646666512826,70
2024-01-01 04:15:00,0.5674578028628965,0.8224483985483285,148
2024-01-01 04:20:00,0.6783889843240279,0.8126181354588295,206
2024-01-01 04:25:00,0.26367741149087753,0.7993081424604425,63
2024-01-01 04:30:00,0.473498148577415,0.8274517361551196,65
2024-01-01 04:35:00,0.4597888644594104,0.7996829084316254,73
2024-01-01 04:40:00,0.609483519516924,0.8861527445741292,67
2024-01-01 04:45:00,0.3346694918954587,0.8131559170392577,68
2024-01-01 04:50:00,0.40917325952800165,0.8407656639717985,57
2024-01-01 04:55:00,0.49657984854922116,0.8103251309202588,69
2024-01-01 05:00:00,0.4934534835738598,0.8280263549228458,68
2024-01-01 05:05:00,0.46583341583617555,0.7301930166666006,62
2024-01-01 05:10:00,0.5085056172899651,0.7570179429912341,66
2024-01-01 05:15:00,0.330983137942481,0.8088439477839378,56
2024-01-01 05:20:00,0.42447928875835456,0.7185923421977718,59
2024-01-01 05:25:00,0.513141411850637,0.8714002356154341,68
2024-01-01 05:30:00,0.41351510963383575,0.7327137108218502,57
2024-01-01 05:35:00,0.40361845712428995,0.7935683630180819,64
2024-01-01 05:40:00,0.3264149166061431,0.8392240758448789,55
2024-01-01 05:45:00,0.402351375773337,0.7449145126048065,62
2024-01-01 05:50:00,0.5302914425963589,0.7620863028834118,69
2024-01-01 05:55:00,0.3873568082225526,0.7433262239216794,71
2024-01-01 06:00:00,0.29705846828116944,0.8080010766804466,67
2024-01-01 06:05:00,0.4524327371172167,0.7566330753885739,73
2024-01-01 06:10:00,0.6054825614983574,0.687030782984366,131
2024-01-01 06:15:00,0.4764140019807308,0.7545062471196528,71
2024-01-01 06:20:00,0.5082849188204039,0.7255123263676263,67
2024-01-01 06:25:00,0.4224337834207832,0.7366637029804703,62
